FMID,Website,Facebook,Twitter,Youtube,OtherMedia
1001819,http://www.mainstreetmarshfield.com,,,,
1009332,http://www.mainstreetnewnan.com/documents/2013cdmarketday.pdf,,,,
1005066,http://www.mainstreetparis.com,,,,
1009394,,https://www.facebook.com/pages/Main-Street-Portsmouth-Farmers-Market/121334127915677,,,
1004786,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,
1005791,http://www.downtownmurfreesboro.com,"Saturday Market on the Square",,,
1000782,http://www.mainstreetsouthorange.org,,,,
1006625,http://Www.MainStreetSquareRC.Com,,,,
1008513,http://www.StatesboroFarmersMarket.com,https://www.facebook.com/TheMainStreetStatesboroFarmersMarket?ref=hl,n/a,n/a,n/a
1005172,http://www.mainstreetwoodbury.org/ls/farmersmarket.html,,,,
1019501,http://libertyvillefarmersmarket.org/Libertyville_Farmers_Market/Welcome_to_Libertyville_Farmers_Market.html,,,,
1002605,http://www.itsmymaitland.com,,,,
1006094,http://www.maizevalleywinery.com/homegrown,,,,
1009379,http://www.localharvest.org/makawao-marketplace-M39565,,,,
1009779,,https://www.facebook.com/MakekeKapolei,,,
1009780,,https://www.facebook.com/pages/WAIANAE-FARMERS-MARKET/234161083106,,,
1005256,http://www.honolulu.gov/parks/programs/pom,,,,
1012216,,https://www.facebook.com/makuufarmersmarket/,,,https://www.youtube.com/watch?v=EdDCec4xGPY
1001942,http://www.maldenchamber.org,,,,
1001537,http://www.malibufarmersmarket.net,,,,
1005657,http://www.adirondackfarmersmarket.com,,,,
1001534,http://www.maltafarmersmarket.org,https://www.facebook.com/pages/Malta-Farmers-Market/260306257415569,,,
1008221,http://www.rvagriculture.org,https://www.facebook.com/rvagriculture.org,https://twitter.com/twitter.com/rvag_inc,http://youtu.be/hsB3NdOGn1k,https://www.pinterest.com/chiknegg/manakin-market-farmers-market/
1012225,,Mancelonafarmersmarket,,,
1018632,,https://www.facebook.com/manchesterfood/,,,www.manchestercommunitymarket.org
1008604,http://manchesternhfarmersmarket.com/,https://www.facebook.com/pages/Manchester-Farmers-Market/132339843447323,,,
1018386,,http://www.facebook.com/ManchesterFarmersMarket/,,,
1010154,,https://www.facebook.com/ManchesterLocallyGrownFarmersMarket?ref=hl,,,
1004744,http://www.mancoscolorado.com,,,,
1001013,http://www.mandarinfarmersmarket.com,,,,
1000461,http://www.mandevilletrailhead.com,,,,
1008350,,www.facebook.com/mandtmarketplace,,,
1009381,,https://www.facebook.com/groups/436429905281/,,,
1005022,http://www.mbfarmersmarket.com,,,,
1003980,,https://www.facebook.com/pages/Manhattan-Farmers-Market/143100112435501,,,
1018217,https://manisteekitchen.org/farmers-market/,https://www.facebook.com/Manistee-Farmers-Market-203800259657175/,,,
1018998,http://ManistiqueFarmersMarket.org/,facebook.com/MSTQFarmersMKT,twitter.com/MSTQFarmersMKT,,
1012348,http://www.manitoucommunitymarket.org,"Facebook at Manitou Community Market ",,,
1003136,http://www.mankatofarmersmarket.com,https://www.facebook.com/pages/Mankato-Farmers-Market/60602276251,,,
1003070,http://www.manliusvillage.org,,,,
1005257,http://www.honolulu.gov/parks/programs/pom,,,,
1011486,http://www.mansfieldar.org,,,,
1019111,http://www.mansfieldtxfarmersmarket.com,www.facebook.com/mansfieldtxfarmersmarket,,,www.instagram.com/mansfieldfarmersmarket
1004368,http://www.mansfieldgrowersmarket.wordpress.com,https://www.facebook.com/mansfieldgrowersmarket,,,
1010286,,https://www.facebook.com/MansonFarmersMarket,https://twitter.com/MansonFarmerMkt,,
1000334,http://www.visitmanteca.org,,,,
1010120,http://www.mantenochamber.com,https://www.facebook.com/mantenofarmersmarket,,,"Instagram: village_of_manteno"
1007821,http://www.toledobendlakecountry.com/pages/green-markets,,,,
1005218,http://www.manzanitafarmersmarket.com,https://www.facebook.com/manzanitafarmersmarket/,,,
1016799,http://www.maplevalleyfarmersmarket.com,www.facebook.com/maplevalleyfarmersmarket,www.twitter.com/mvfm_2016,,
1003274,http://www.maplewoodnj.org,,,,
1018405,http://maquoketafarmersmarket@gmail.com,"Maquoketa Farmers Market",,,
1001878,http://www.marvistafarmersmarket.org,,,,
1008288,http://www.communityfoodbank.org,,,,
1008913,http://www.grownyc.org,https://www.facebook.com/BronxGreenmarkets,,,
1011123,http://www.marblesprings.net/#!farmers-market/c6dt,www.facebook.com/marble.springs,marblesprings,,
1018295,http://www.MarbleheadFM.com,,,,
1010711,"http://www.marcellinemarket.com ",,,,
1001511,http://www.cityofmarcoisland.com/index.aspx?page=161,,,,
1003320,http://www.steveandcookies.com,,,,
1010360,"http://marian.edu/marian-university-farmers'-market",,,,
1012781,,"Marianna City Farmers Market",,,
1005856,http://www.mariettamarket.org,,,,
1003238,http://www.MariettaSquareFarmersMarket.com,https://www.facebook.com/mariettasquarefarmersmarket,,,
1009452,http://www.marincountrymart.com/farmers-market,https://www.facebook.com/MarinCountryMartFarmersMarket?fref=ts,,,
1004876,http://www.everyonesharvest.org,https://www.facebook.com/EveryonesHarvest,,,
1012241,,https://www.facebook.com/FarmersMarketMC/?fref=ts,,,
1005906,,https://www.facebook.com/marinwoodcommunityfarmersmarket,,,
1005932,http://www.marionva.org,https://www.facebook.com/pages/The-Town-of-Marion-Virginia/198715876807088,https://twitter.com/marionvirginia,,
1008856,,https://www.facebook.com/MarionCountyAlabamaExtensionOffice,,,
1018887,,"Marion Oaks Recreation Farmers Market",,,
1019058,,"Marion Ohio Market",,,
1008040,,https://www.facebook.com/MarionsOpenAirMarket,,,
1003927,,"Mariposa Certified Farmers Market",,,
1005368,http://www.marksfarmmarket.com,,,,
1004210,http://www.pennstreetfarmersmarket.com,,,,
1019482,,"Market 23",,,
1009220,http://www.marketat15thandhigh.blogspot.com/,,,,
1003854,http://www.dcranch.com,,,,
1007652,http://www.arvadafarmersmarket.com/,,,,
1018746,http://www.marketathague.com,https://www.facebook.com/The-Market-at-Hague-111165068392/timeline/?ref=nf,https://twitter.com/MarketatHague,,
1005075,http://www.downtownakron.com/market,https://www.facebook.com/pages/Market-at-Lock-3/119098968127379,,,
1011772,http://www.marketatthefareway.com,https://www.facebook.com/farewaymarket/,https://twitter.com/farewaymarket,,
1019368,http://www.orlandpark.org/market,https://www.facebook.com/VillageofOrlandPark/,https://twitter.com/VillageOrlandPk,https://www.youtube.com/user/VillageofOrlandPark,
1005816,http://www.marketattheparkway.com,,,,
1012031,http://waccamawmarkets.org/,https://www.facebook.com/WaccamawMarketCooperative/,,,
1003902,http://www.park.marcellusny.com/,,,,
1001304,http://www.hagerstownmarket.org,https://www.facebook.com/historiccityfarmersmarket,,,
1006375,http://www.themarketintheloop.com,,,,
1019022,http://www.OSFMI.com,"Oshkosh Farmers Markets",,,
1000188,http://www.marketmonday.org,https://www.facebook.com/pages/Market-MondaySartell-Saturday-Winter-Market/204582149559040,,,
1019185,http://urbanoasisproject.org,,,,
1000603,http://www.fdmarketoncentral.com,https://www.facebook.com/marketoncentral,,,
1011972,http://MilitaryAve.org,"Military Avenue Business Association",,,"Market on Military FB event"
1008790,http://www.marketonthegreen.com,https://www.facebook.com/marketonthegreen,,,
1005531,http://www.market.queenofapostles.net,,,,
1008160,,https://www.facebook.com/MarketOnThePlaza,,,
1005150,http://www.townofmountainvillage.com/market,,,,
1012189,,"Some Favorite Things Gallery",none,none,none
1019189,https://www.nourishknoxville.org/market-square-farmers-market/,https://www.facebook.com/marketsquarefarmersmarket/,https://twitter.com/MktSqFarmersMkt,,https://www.instagram.com/marketsquarefarmersmarket
1018108,https://www.nourishknoxville.org/holiday-market/,https://www.facebook.com/marketsquarefarmersmarket/,https://twitter.com/MktSqFarmersMkt,,
1008834,http://www.paristexas.gov/index.aspx?nid=319,https://www.facebook.com/pages/Market-Square-Farmers-Market-Paris-Texas/124927590924139,,,
1008794,http://www.i-c-d.org,,,,
1009156,http://www.localharvest.org/marketplace-at-westfield-M30913,https://www.facebook.com/events/113817195494487/,,,
1008339,http://www.sproutfoodhub.org,https://www.facebook.com/Marketplace.Sprout,,,
1007818,http://www.themarketofmarion.com/index.html,,,,
1000939,,https://www.facebook.com/pages/Markleville-Farmers-Market/122632817748753,,,
1011053,http://www.childcarenassau.org,www.facebook.com/longislandfarmtopreschool,,,
1002192,http://www.marksvillefarmersmarket.com,,,,
1010866,,"Marshall Area Farmers Market",,,
1012222,,"Marshall Area Farmers Market ",,,
1012279,,"Marshall Farmers Market ",,,
1005121,http://www.marshallmarketonthesquare.org,https://www.facebook.com/pages/Marshall-Market-on-the-Square/112291268846419,,,
1002929,http://www.marshfieldfair.org/fm.htm,https://www.facebook.com/MarshfieldFM/,https://twitter.com/MarshfieldFM,,"Instagram: @MarshfieldFM"
1012229,,"MARSHFIELD FARMERS MARKET",,,
1001898,http://www.marsingfarmersmarket.com,,,,
1008618,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=663,,,,
1008681,http://martinsfarmstand.locallygrown.net/market,,,,
1011347,http://www.pcfma.org,https://www.facebook.com/MartinezFarmersMarket,,,
1003543,http://www.themarketcompany.org,,,,
1012047,http://www.marymountfarmersmarket.org,,,,
1018591,http://www.marysvillefarmersmarket.org,https://facebook.com/MarysvilleFarmersMarket/,,https://twitter.com/marysvilleFM,
1018976,http://www.maryvilleILfarmersmarket.org,www.facebook.com/maryvilleILfarmersmarket,,,
1011139,http://www.maryvillefarmersmarket.org,"Maryville Farmers Market",,,
1009263,http://www.localharvest.org/mascoutah-farmers-market-M39559,https://www.facebook.com/pages/Mascoutah-Farmers-Market/204494622900348,,,
1001281,,https://www.facebook.com/groups/309799505821466/,,,
1002732,http://www.mass.gov/massdot,,,,
1000816,http://www.mathewsmainstreet.org,,,,
1005642,http://www.mattapanfoodandfitness.org,https://www.facebook.com/pages/Mattapan-Square-Farmers-Market/132570930215702,,,
1003199,http://www.matthysfarmmarket.com,"Matthys farm market",,,
1001506,http://www.mattoon.illinois.gov/,,,,
1019300,http://www.mauldinculturalcenter.org/mauldin-market,https://www.facebook.com/mauldinmarket/,,,https://www.instagram.com/mauldinmarket/
1001899,http://www.pryorchamber.com,,,,
1006589,http://www.pcfma.com/mayfair,,,,
1003546,http://www.themarketcompany.org,,,,
1010736,,https://www.facebook.com/pages/Mayhill-Farmers-Market/1504646309791360?ref=bookmarks,,,
1018258,http://MaynardFarmersMarket.com,www.facebook.com/MaynardFarmersMarket/,twitter.com/maynardmarket,,
1005763,http://www.mainstreetmayville.com,,,,
1009264,http://www.urbangardenconnection.com/farmersmarket.html,,,,
1009851,http://mcallenfarmersmarket.com,https://www.facebook.com/McAllenFarmersMarket,"https://twitter.com/McAFarmersMKT ",,
1005494,,https://www.Facebook.com/McCallFarmersMarket,,,
1018720,http://landandseamcvl.com,"McClellanville Land and Sea Market",,,"Instagram: Mcvllandandsea"
1006370,,https://www.facebook.com/mccombfarmersmarket,,,
1009469,http://www.localharvest.org/mccormick-market-M57929,https://www.facebook.com/McCormickMarket,,,
1019487,https://www.fairfaxcounty.gov/parks/farmersmarkets/mccutcheon-mount-vernon,https://www.facebook.com/events/424552635030264,,,@fairfaxfarmmarkets
1010969,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,https://www.youtube.com/user/DowntoEarthMarkets,
1005549,http://www.humfarm.org,https://www.facebook.com/North.Coast.Growers.Association,,,
1019490,https://www.fairfaxcounty.gov/parks/farmersmarkets/mclean,https://www.facebook.com/events/909125412812849/,,,@fairfaxfarmmarkets
1004014,"http://www.downtownmcminnville.com/mcminnville-farmers'-market",,,,
1007753,http://www.mcminnvillepublicmarket.com,,,,
1011038,,"McPherson County Extension Facebook",,,
1008713,http://www.meadecountyfarmersmarket.com,https://www.facebook.com/meadecountyfarmersmarket,,,
1010296,,https://www.facebook.com/MeadowFarmMarket,,,
1006713,http://www.medfieldfarmersmarket.org,,,,
1010028,http://www.medfordfarmersmarket.org,https://www.facebook.com/MedfordFarmerMkt,,,
1000013,http://www.mediafarmersmarket.com,https://www.facebook.com/mediafarmersmarket,,,
1018908,http://www.oyatetecaproject.org,"Medicine Root Farmers Market",,,
1007723,http://www.focpmedway.wordpress.com/,,,,
1017913,,https://m.facebook.com/meekerfarmersmarket/,,,
1009546,http://www.meetingstreetmarket.com/Welcome.html,https://www.facebook.com/MeetingStreetMarket,,,
1009396,http://www.localharvest.org/meeting-street-market-at-cedar-walk-M28720,,,,
1010314,,https://www.facebook.com/meetingstreetmarket,https://twitter.com/kristinmccabe25,,"Pinterest: Meeting Street Market"
1011657,,Melcher-Dallas-Farmers-Market,,,
1010290,"http://melrosefarmersmarket.org/events/wintermarket/; www.wakefieldfarmersmarket.org/",https://www.facebook.com/pages/Sally-Franks-Farmers-Market/161587123894418,https://twitter.com/MelroseSFFM,,https://www.instagram.com/melrosesffm/
1003443,http://www.ccfm.com,,,,
1018406,http://melrosefarmersmarket.org/,https://www.facebook.com/sallyfranksfarmersmarket/,https://twitter.com/MelroseSFFM,,https://www.instagram.com/p/BVuSCnNAtU_/
1011791,,https://www.facebook.com/Melvindale-DDA-Farmers-Market-846492182127069/,,,
1003542,http://www.themarketcompany.org,,,,
1011162,http://www.memphisfarmersmarket.org,facebook.com/memphisfarmersmarket,twitter.com/memfarmersmkt,,instagram.com/memfarmersmkt
1005128,http://www.cityofmenasha-wi.gov/content/departments/city_clerk/Farmers_Market/,,,,
1001915,http://www.mendhammarket.org,https://www.facebook.com/pages/Mendham-Farmers-Market/224378420937277,,,
1006189,http://www.mcfarm.org,,,,
1008246,http://www.cibi-d.com/market.php,https://www.facebook.com/pages/Mendon-Farmers-Market-NY/187873981233177,,,
1001028,http://www.mendota.il.us,,,,
1002905,http://www.localharvest.org,,,,
1018932,http://www.menomineefarmersmarket.com/,https://www.facebook.com/MenomineeFarmersMarket/,https://twitter.com/MenoFarmMarket,,
1001578,,https://www.facebook.com/eastsidefarmersmarket,,,
1012668,http://www.westcap.org,https://www.facebook.com/Menomonie-Farmers-Market-132792951987/,,,
1003903,http://cityofmentor.com/departments/parks-recreation/upcoming-events/mentor-farmers-market/,https://www.facebook.com/Mentor-Farmers-Market-1696340793979619/?ref=aymt_homepage_panel,,,
1004575,http://www.localfoods.umn.edu/mfm,,,,
1011302,http://manponce.com,,,,
1011225,http://mercadoagricolanatural.com,http://www.usdalocalfooddirectories.com/farmersmarketdirectoryupdate/FM_ContactInfo.aspx?source=pn&did=&cid,,,
1011765,http://maeri-rincon.blogspot.com/,https://www.facebook.com/mercadoagroecologicode.rincon?fref=ts,,https://www.youtube.com/watch?v=frs_OxttjI8,
1011470,http://www.gorgegrown.org,https://www.facebook.com/mercadodelvalle/,,,
1008841,http://www.mujerobrera.org,"La Mujer Obrera","La Mujer Obrera ",,"Mercado Mayapan Instagram"
1004417,http://www.ces.ca.uky.edu/mercer/FarmersMarket,https://www.facebook.com/MercerCountyFarmersMarket,,,
1004018,http://www.mifarmersmarket.org,https://www.facebook.com/mifarmersmarket,https://twitter.com/MIFarmersMarket,,
1011306,http://www.mercermainstreet.net,"Mercer Main Street",,,
1018093,,https://www.facebook.com/merchantvillemarketoffcentre/,,,https://www.instagram.com/marketoffcentre/
1000484,http://www.meridianfarmersmarket.com,,,,
1001767,http://www.MeridianFarmersMarket.com,,,,
1019464,http://www.meridianmainstreetmarket.com,https://www.facebook.com/MeridianMainStreetMarket/,,,
1018659,http://www.meridian.mi.us/index.asp?SEC=FBDDD477-61D6-4BC4-8CAD-81DAA4BB9692&Type=B_BASIC,https://www.facebook.com/MeridianTownshipFarmersMarket/?ref=bookmarks,,,
1007755,http://www.merrimacfarmersmarket.org/,,,,
1003677,,"facebook/merrimack farmers market",,,
1011837,http://www.arizonacommunityfarmersmarkets.com,www.facebook.com/mesacommunityfarmersmarket,,,
1001033,http://www.pushingforward.org,,,,
1018357,http://metcalfecountyfarmersmarket@gmail.com,@metcalfefarmersmarket,,,
1009480,http://www.methowvalleyfarmersmarket.com/,,,,
1012094,http://www.denverfarmersmarket.com/,https://www.facebook.com/denverfarmersmarket,,,
1004044,http://www.metrohealth.net/livehealthy/farm-market/,,,,
1004825,http://www.mettoweevalleyfarmersmarket.wordpress.com,,,,
1005279,http://www.MetuchenFarmersMarket.com,https://www.facebook.com/metuchenfarmersmarket,https://twitter.com/MetuchenFarmMKT,,
1008810,,https://www.facebook.com/mexicomoareafarmersmarket,,,
1019137,,"Miami County Farmers' Market",,,
1000021,http://www.mtfarmersmarket.com,https://www.facebook.com/mtmarket,,,
1006858,http://www.staging.gsa.gov/portal/content/134303,,,,
1012515,http://mrfarmersmarket.com,,,,
1010278,http://www.middleboroughfarmersmarket.com,https://www.facebook.com/groups/301747146656481/,,,
1000946,http://www.middleburgfarmersmarket.com,https://www.facebook.com/pages/Middleburg-Community-Farmers-Market/137216962957560,,,
1008837,http://www.middleburyfarmersmarket.org/,https://www.facebook.com/MiddleburyFarmersMarket,,,
1010185,http://middleburyfarmersmarket.org,https://www.facebook.com/MiddleburyFarmersMarket,,,
1011076,,"Middlebury Farmers Market",,,
1006374,http://www.localharvest.org/middleport-community-farmers-market-M32381,,,,
1002369,http://www.middlesexboro-nj.gov,,,,
1007757,http://www.middletonfarmersmarket.org,,,,
1002136,http://www.middletonfarmersmarket.webs.com,,,,
1012396,http://www.middletownmdfarmersmarket.com,http://www.facebook.com/middletownmdfarmersmarket,http://www.twitter.com/mtownfarmersmkt,,http://instagram.com/middletownfarmers
1006111,http://www.middleville.govoffice.com,,,,
1018174,http://www.macc.org/midland-area-farmers-market,https://www.facebook.com/midlandfarmersmarket/,https://twitter.com/MidlandFMarket,,https://www.instagram.com/midlandfarmersmarket/
1012022,http://www.midlanddowntownfarmersmarket.com,https://www.facebook.com/Midland-Downtown-Farmers-Market-328008641051/,https://twitter.com/AtMDFM,https://www.youtube.com/channel/UCQNvDj-YnDU6OAuAO64VqYQ,
1000204,http://midtownraleighfarmersmarket.com/,https://www.facebook.com/MidtownFarmers/,https://twitter.com/MidtownFarmers,,https://www.instagram.com/midtownfarmers/
1012187,http://www.midtownfarmersmarket.org,facebook.com/MidtownFarmersMarket/,@MidtownFarmMkt,,
1012786,http://www.midwestfarmersmarkets.org/markets/midtown-farmers-market/,https://www.facebook.com/Midtown-Farmers-Market-655879797806495/,https://twitter.com/MidtownFmsMkt,,
1003835,http://www.vccfarmersmarkets.com,https://www.facebook.com/vccfm,,,
1004542,http://www.ci.milan.mi.us,,,,
1011159,http://www.farmersmarketmilan.com,https://www.facebook.com/farmersmarketmilan,,,
1002856,http://www.milehighfleamarket.com,,,,
1007758,http://www.milesfarmersmarket.com,,,,
1006681,,https://www.facebook.com/Milfordmarket,,,
1004289,http://www.milfordfarmersmarket.org,https://www.facebook.com/pages/Milford-Farmers-Market/93544778955,,,
1011258,http://airsoilwater.org,https://www.facebook.com/farmersmarketmilfordpa?fref=ts,,,
1009827,http://milfordmafarmersmarket.wordpress.com/,https://www.facebook.com/MilfordFarmersMarket01757,https://twitter.com/01757FarmersMkt,,
1011712,http://www.milfordnhfarmersmarket.com,"Milford NH Farmers Market",,,
1011713,http://www.milfordnhfarmersmarket.com,"Milford NH Farmers Market",,,
1012141,http://www.downtownmilford.org/farmersmarket,www.facebook.com/RiverwalkFarmersMarket,,,
1009658,http://www.honoluluparks.com,,,,
1009951,http://hfbf.org,,,,
1012523,http://millcityfarmersmarket.org/,https://www.facebook.com/MillCityFarmersMarket/,https://twitter.com/mcfarmersmkt,,"instagram: @mcfarmersmkt"
1012398,http://www.millcitygrows.org,www.facebook.com/MCGMobileMarket,twitter.com/MCG_MMKT,,
1012007,http://millstmarket.com,https://www.facebook.com/MillStreetMkt/,https://twitter.com/millstmarket,,https://www.instagram.com/millstreetmarket/
1003182,http://www.millbrae.com,,,,
1005761,http://www.millbrookfarmersmarket.com,,,,
1004478,http://www.downtownmillburn.org,,,,
1000716,http://www.milledgevillemarketplace.com,https://www.facebook.com/MilledgevilleMarketplaceFarmersMarket?ref=hl,,,
1010485,,"Main Street Millen",,,
1018743,http://dragonflynwi.com/groups/miller-beach-farmers-market/,https://www.facebook.com/MillerMarket,,,
1000792,,https://www.facebook.com/millersvillefarmersmarket?ref=hl,,,
1001709,http://www.neccmillerton.org/millerton_farmers_market.html,,,,
1004657,http://www.millingtonfarmersmarket.com,https://www.facebook.com/millingtonfarmersmarket,https://twitter.com/millingtonarp,,
1010571,http://millsriverfarm@gmail.com,,,,
1010287,http://www.millville.delaware.gov,,,,"Coastal Point Newspaper"
1018575,,https://www.facebook.com/MillwoodFarmersMarket/,,,http://www.millwoodpc.org/millwood-farmers-market/
1011440,http://www.pcfma.org,www.facebook.com/MilpitasFarmersMarket,www.twitter.com/PacCoastFarmers,,
1018441,http://miltonyouth.org/farmers/,https://www.facebook.com/miltonfarmersmarketvt/,,,https://www.instagram.com/miltonvtfarmersmarket/
1018486,http://www.miltondefarmersmarket.org/,https://www.facebook.com/Miltonfarmkt/,,,
1006113,http://www.mffarmersmarket.com,,,,
1001528,http://www.mcwfm.org,https://www.facebook.com/mcwfm,,,
1001158,http://www.milwaukiefarmersmarket.com,https://www.facebook.com/pages/Milwaukie-Sunday-Farmers-Market/107131262675244,,,
1005392,http://www.mimbresvalleyfarmersmarket.blogspot.com,,,,
1007409,http://www.nevadagrown.com,,,,
1007759,http://www.mindenne.org,,,,
1019239,https://mineolafarmersmarket.com/,https://www.facebook.com/mineolafarmersmarket/,,,
1008219,,https://www.facebook.com/pages/Mineral-County-Farmers-Market/139241596089005,,,
1006416,http://www.mineralmarket.org,https://www.facebook.com/MineralMarketVA,,https://www.youtube.com/user/MineralMarketVA,
1002885,http://www.mineralpointmarket.com,https://www.facebook.com/pages/Mineral-Point-Market/208185289219556,,,
1008195,,https://www.facebook.com/MinervaFarmersMarketOhio,,,
1000800,,https://www.facebook.com/YouthBuildRfd,,,
1005169,http://www.mplsfarmersmarket.com,,,,
1005170,http://www.mplsfarmersmarket.com,,,,
1012663,http://www.dreamingoutloud.org,https://www.facebook.com/DOLmarkets/,https://twitter.com/DOLDC,,https://www.instagram.com/doldc/
1012417,http://eminnetonka.com/farmersmarket,facebook.com/mtkafarmersmarket,@minnetonkamn,,
1000688,http://www.minnetrista.net,,,,
1010582,http://minocquafarmersmarket.com/,https://www.facebook.com/pages/Minocqua-Farmers-Market/223967904356536,,,
1001605,http://www.minthillhistory.com/market.htm,,,,
1011483,http://pcfma.org,facebook.com/MissionBayFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma
1003490,http://www.missioncommunitymarket.org,,,,
1016862,http://missionks.org/market,https://www.facebook.com/missionksmarket/,https://twitter.com/missionksmarket,,https://www.instagram.com/missionksmarket/?hl=en
1008292,http://www.cityofboston.gov/food/farmers/,,,,
1009077,http://www.msfarmersmarket.com/,https://www.facebook.com/mississippifarmersmarket,,,
1018939,http://missoulafarmersmarket.com/,https://www.facebook.com/MissoulaFarmersMarket/,,,
1010714,"http://www.missourimadeandmore.com ",,,,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1512
1003461,http://www.mitchellgrown.com,https://www.facebook.com/pages/Spruce-Pine-Farmers-Market/10150116875830514,,,
1010037,http://www.seela.org/,https://www.facebook.com/MLKCampusFarmersMarket/,,,"instagram- mlkcampusfm"
1008268,http://www.moabfarmersmarket.com,https://www.facebook.com/moabfarmersmarket,https://twitter.com/MoabFarmersMkt,,
1018368,http://Modestocfm.com,"Modesto  Certified Farmers' Market",,,
1002307,,"working on a facebook"," no twitter",no,"News papers, tv ads"
1009472,,https://www.facebook.com/FiestaFreshProduce,,,
1001115,http://cityofmomence.com,"Momence Farmers Market",,,
1018842,http://www.monckscornersc.gov/farmers-market,https://www.facebook.com/monckscornersc.gov/,,,
1001104,http://www.tscpl.org,,,,
1011250,,www.facebook.com/MonettFarmersMarket,,,
1009871,http://www.cityofmonongahela-pa.gov/FarmersMarket.htm,https://www.facebook.com/MonCityFarmersMarket,,,
1006547,http://www.farmersmarketmonroemi.com,https://www.facebook.com/farmersmarketmonroemi,,,
1009081,https://sites.google.com/site/mcfarmmarket/,https://www.facebook.com/MCFarmMarket,,,
1010201,http://www.farmersmarketmonroemi.com,https://www.facebook.com/monroefarmersmarket-monroemichigan,,,
1008128,,https://www.facebook.com/monroefarmmarket,,,
1006938,,"Monroe Farmer's Market",,,
1011104,http://www.monroefarmersmarket.com,https://www.facebook.com/monroefarmersmkt,https://twitter.com/monrofarmmarket,,https://instagram.com/monroefarmersmarket
1011267,http://monroedowntownfarmersmarket.com,facebook.com/monroegafarmersmarket/,,,
1012314,http://www.mainstreetmonroe.org,"Monroe Farmers Market on the Square",,,
1006043,http://www.monroevillagefarmersmarket.org,,,,
1002882,http://www.farmernet.com,,,,
1004396,http://www.monsonfarmersmarket.org,https://www.facebook.com\pages\MonsonFarmersMarket,,,
1018209,http://www.montavillamarket.org,https://www.facebook.com/MontavillaMarket,https://twitter.com/montavillamkt,https://www.youtube.com/channel/UCzh97IIXhKoZvmJaDgtshdQ,https://www.instagram.com/montavillamarket/
1007355,http://www.urbanvillageonline.com,,,,
1010452,http://Heritagefarmersmarket.blogspot.com,"Facebook.com/heritagefarmersmarket ","Twitter.com/heritagefarmersmarket ",,"Instagram: heritagefarmers"
1012779,,"Monts Vista Farmers Market",,,
1005736,http://www.sbfarmersmarket.org,,,,
1002537,http://www.montereybayfarmers.org,https://www.facebook.com/pages/Monterey-Bay-Certified-Farmers-Markets/112446802152723,https://twitter.com/MBFarmersMarket,,www.edibleparadise.com
1004297,,https://www.facebook.com/montevallofarmersmarket,,,
1004492,,https://www.facebook.com/pages/Montevideo-Farmers-Market/213443568688268,,,
1000493,http://www.montezumawinery.com,,,,
1008515,http://www.montfordfarmersmarket.com,https://www.facebook.com/pages/Montford-Farmers-Market/210375855670483,,,http://www.tumblr.com/blog/montfordmarket
1006263,,https://www.facebook.com/MoCoFMA,,,
1002898,http://www.montgomeryfriends.org,,,,
1018337,http://www.montgomeryhistoricalsociety.org,"montgomery farmers market",,,
1018862,http://www.montgomeryfarmersmarket.org,https://www.facebook.com/MontgomeryFM/,,,
1018863,http://www.montgomeryfarmersmarket.org,https://www.facebook.com/MontgomeryFM/,,,
1004509,http://www.montgomeryvillage.com,,,,
1002538,http://www.mainstreetmonticellofl.org,https://www.facebook.com/MainStMonticelloFl,,,
1011900,http://www.monticellofarmersmarket.weebly.com,https://www.facebook.com/monticellofarmermarket/,,,
1003060,http://www.monticellofarmersmarket.com,,,,
1008852,http://www.monticellocommunitycenter.com,https://www.facebook.com/pages/Monticello-Farmers-Market/109319539107490,,,
1004561,http://www.monticellomainstreet.org,,,,
1019432,https://jaspercountycoc.com/events/market-on-the-square/,https://www.facebook.com/monticellogafarmersmarket,,,
1011901,http://www.montourfallsfarmersmarket.com,https://www.facebook.com/Montour-Falls-Library-140122486056562,,,
1006269,http://www.montpelierfarms.com,https://www.facebook.com/montpelierfarm?ref=hl,,,
1019507,http://montrosefarmersmarket.weebly.com/,https://m.facebook.com/MontroseFarmersMarket/,,,"Instagram @montrosecoloradofarmersmarket"
1002376,http://www.farmernet.com,,,,
1010172,http://Visitmontross.com,https://www.facebook.com/pages/Visit-Montross-Virginia/427120500764874,,,
1006304,http://www.springsfarmersmarket.com,,,,
1005157,http://www.moontwp.com,,,,
1003822,http://www.raleigheatlocal.com,https://www.facebook.com/RaleighEatLocal,https://twitter.com/RaleighEatLocal,,
1002743,http://www.cafarmersmkts.com/markets/category/moraga,https://www.facebook.com/MHFarmersMkt,https://twitter.com/,,http://www.pinterest.com/cafarmersmkts/
1001592,,https://www.facebook.com/NilesFarmsMarket,,,
1019480,http://www.morelandfarmersmarket.org,https://www.facebook.com/morelandfarmersmarket/,,,https://www.instagram.com/morelandfarmers/
